PAUSED	暂停	menu_paused
Spells to black holes	黑洞置换术	action_all_blackholes
Transforms every projectile currently in the air into a black hole	将目前正在空中飞行的每个投射物化为黑洞	actiondesc_all_blackholes
Spells to magic missiles	魔法飞弹置换术	action_all_rockets
Transforms every projectile currently in the air into a magic missile	将目前正在空中飞行的每个投射物化为魔法飞弹	actiondesc_all_rockets
Spells to death crosses	死亡十字置换术	action_all_deathcrosses
Transforms every projectile currently in the air into a death cross	将目前正在空中飞行的每个投射物化为死亡十字	actiondesc_all_deathcrosses
Spells to acid	酸液置换术	action_all_acid
Transforms every projectile currently in the air into a pool of acid	将目前正在空中飞行的每个投射物化为一池酸液	actiondesc_all_acid
The end of everything	万物之终结	action_all_spells
You're heavily advised not to cast this spell.	强烈建议不要施放这个法术。	actiondesc_all_spells
Add trigger	追加触发	action_add_trigger
Makes a projectile cast another spell upon collision	令投射物在碰撞时施放另一法术	actiondesc_add_trigger
Add timer	追加定时	action_add_timer
Makes a projectile cast another spell after a short time	令投射物在短暂时间后施放另一法术	actiondesc_add_timer
Add expiration trigger	追加失效触发	action_add_death_trigger
Makes a projectile cast another spell upon expiring	令投射物在失效时施放另一法术	actiondesc_add_death_trigger
Copy spell	复制法术	action_copy_spell
Copies a projectile near you	复制你附近的一个投射物	actiondesc_copy_spell
Copy field	复制领域	action_copy_field
A magical field that copies any projectiles near it	复制附近所有投射物的神奇领域	actiondesc_copy_field
Chaos larpa	混沌拉帕	action_larpa_chaos
Makes a projectile cast copies of itself in random directions	令投射物向随机方向施放自身的复制品	actiondesc_larpa_chaos
Downwards larpa	下方向拉帕	action_larpa_downwards
Makes a projectile cast copies of itself with a downwards trajectory	令投射物以向下的轨迹施放自身的复制品	actiondesc_larpa_downwards
Upwards larpa	上方向拉帕	action_larpa_upwards
Makes a projectile cast copies of itself with an upwards trajectory	令投射物以向上的轨迹施放自身的复制品	actiondesc_larpa_upwards
Delta	德尔塔	action_delta
Casts a copy of the last spell in your wand	施放你魔杖中最后一个法术的复制品	actiondesc_delta
Copy trail	复制轨迹	action_larpa_chaos_2
Makes a projectile leave a trail of copies of itself	投射物留下由自身复制品构成的轨迹	actiondesc_larpa_chaos_2
A good tool for cutting meat. Also has some magical properties...	切肉的不错工具。同时也有一些魔法属性...	actiondesc_chainsaw
Prickly Spore Pod	多刺孢子荚	action_spore_pod
Summons a spore pod that attaches to a surface and then grows and explodes into spikes	发射一个会附着在物体表面生长并爆炸出棘刺的孢子荚	actiondesc_spore_pod
Projectile energy shield	投射物能量盾	action_energy_shield_shot
Gives a projectile a shield that deflects other projectiles	为投射物赋予护盾，偏转其他投射物	actiondesc_energy_shield_shot
Auto-Aim	自动瞄准	action_autoaim
Makes a projectile turns towards the nearest visible enemy	令投射物射出时偏向视野内最近的敌人	actiondesc_autoaim
Rotate towards foes	自动制导	action_homing_rotate
Makes a projectile turn towards your foes	令投射物转向你的敌人	actiondesc_homing_rotate
Makes a projectile accelerate towards your foes	令投射物向你的敌人加速扑去	actiondesc_homing
Swapper	移形换位	action_swapper_projectile
It was theorized that the source of qualia would be transferred …But it turns out it was the whole body all along.	理论上，只有感质的本源会被转移... 但实际总是牵一发而动全身。	actiondesc_swapper_projectile
Propane tank	煤气罐	action_propane_tank
Summons a propane tank. Be careful what you wish for.	召唤一个煤气罐，效果可能出乎意料，请谨慎使用	actiondesc_propane_tank
Intense concentrated light	高能汇聚之光	action_megalaser
A spectral wand is summoned that casts a huge beam of light	召唤一把施放强大的聚能光束的灵能魔杖	actiondesc_megalaser
Bomb cart	炸弹矿车	action_bomb_cart
Summons a self-propeled mine cart loaded with explosives	召唤一辆满载炸药的自推进矿车	actiondesc_bomb_cart
Summon Tiny Ghost	召唤小幽灵	action_tiny_ghost
Summons a tiny ethereal being to your help	召唤一个小小的灵体来帮助你	actiondesc_tiny_ghost
Bubbly bounce	泡泡弹跳	action_bounce_spark
Makes a projectile shoot bubble sparks as it bounces	令投射物在弹跳时射出泡泡火花	actiondesc_bounce_spark
Cursed sphere	诅咒球	action_cursed_orb
A projectile that brings bad luck to anyone it hits	将厄运带给被击中者的投射物	actiondesc_cursed_orb
Kantele - note A	齐特琴 - 音符 A	action_kantele_a
Music for your ears!	悦耳的音乐！	actiondesc_kantele_a
Kantele - note B	齐特琴 - 音符 B	action_kantele_b
Music for your ears!	悦耳的音乐！	actiondesc_kantele_b
Kantele - note C	齐特琴 - 音符 C	action_kantele_c
Music for your ears!	悦耳的音乐！	actiondesc_kantele_c
Kantele - note D	齐特琴 - 音符 D	action_kantele_d
Music for your ears!	悦耳的音乐！	actiondesc_kantele_d
Kantele - note E	齐特琴 - 音符 E	action_kantele_e
Music for your ears!	悦耳的音乐！	actiondesc_kantele_e
Kantele - note F	齐特琴 - 音符 F	action_kantele_f
Music for your ears!	悦耳的音乐！	actiondesc_kantele_f
Kantele - note G#	齐特琴 - 音符 G#	action_kantele_gsharp
Music for your ears!	悦耳的音乐！	actiondesc_kantele_gsharp
Kantele - note A2	齐特琴 - 音符 A2	action_kantele_a2
Music for your ears!	悦耳的音乐！	actiondesc_kantele_a2
Kantele - note D#	齐特琴 - 音符 D#	action_kantele_dis
Music for your ears!	悦耳的音乐！	actiondesc_kantele_dis
Kantele - note G	齐特琴 - 音符 G	action_kantele_g
Music for your ears!	悦耳的音乐！	actiondesc_kantele_g
Stronger Hearts	更强大的心	perk_hearts_more_extra_hp
Hearts bestow double the maximum health.	拾取心给予的生命值上限翻倍。	perkdesc_hearts_more_extra_hp
Extra Perk	更多天赋选项	perk_extra_perk
From now on you will find an extra perk in every Holy Mountain.	从现在开始，每座神圣之山里会多出一个可供选择的天赋。	perkdesc_extra_perk
Perk Lottery	天赋博彩	perk_perks_lottery
When you pick a perk, there's a 50% chance the others won't disappear.	当你选择一个天赋，其它天赋有50%的机会不会消失。	perkdesc_perks_lottery
More Hatred	更多仇恨	perk_genome_more_hatred
Creatures become more aggressive towards each other.	生物之间变得更加富有侵略性。	perkdesc_genome_more_hatred
More Love	更多友爱	perk_genome_more_love
Creatures become more friendly towards each other.	生物之间变得更加友善。	perkdesc_genome_more_love
Random Allies	随机盟友	perk_random_allies
You're allies with a random enemy group.	你与一个随机敌人群体成为盟友。	perkdesc_random_allies
All-Seeing Eye	全视之眼	perk_remove_fog_of_war
You can see everywhere.	你能看到所有地方。	perkdesc_remove_fog_of_war
Attract Gold	吸金大法	perk_attract_items
Gold nuggets gravitate towards you.	金块被你吸引。	perkdesc_attract_items
Never Skip Leg Day	坚持练腿	perk_strong_kick
Your kicks deal extra damage and knockback.	你的踢击会造成额外的伤害和击退。	perkdesc_strong_kick
Projectile Repulsion Field	斥力场	perk_projectile_repulsion
Most projectiles are repulsed by your presence, but you take slightly more projectile damage.	大部分投射物都会被你弹开，但是你受到的投射物伤害略微增加。	perkdesc_projectile_repulsion
You bleed slime, but slime no longer slows you down.	你受伤时会流出黏液，但黏液不再减缓你的速度。	perkdesc_bleed_slime
Multiplied HP, No Healing	双倍生命，永无治愈	perk_multiply_hp
Your HP has been multiplied but you can no longer regain HP.	你的生命值上限已翻倍，但你不再能恢复生命值。	perkdesc_multiply_hp
Oil Blood	油性血液	perk_bleed_oil
You bleed flammable oil.	你受伤时会流出易燃的油。	perkdesc_bleed_oil
Golden I	黄金眼	perk_golden_i
Gold that you've seen no longer disappears over time.	你看到过的黄金不会随着时间的推移而消失。	perkdesc_golden_i
Knockback Immunity	不动如山	perk_no_player_knockback
Knockback does not affect you.	你不会被击退。	perkdesc_no_player_knockback
Extra Knockback on Spells	强力冲击	perk_extra_knockback
Your spells knock enemies around with more force.	法术以更大力道将敌人击退。	perkdesc_extra_knockback
Concentrated Spells	聚焦法术	perk_lower_spread
Your spells have lower spread, but they push you back more.	你的法术更加精准，但后坐力变大。	perkdesc_lower_spread
Bouncing Spells	弹跳法术	perk_bounce
Almost all your spells bounce around.	你的几乎所有法术都能够弹跳。	perkdesc_bounce
Boomerang Spells	回旋法术	perk_projectile_homing_shooter
Almost all your spells arc towards you. You gain higher projectile resistance.	你的几乎所有法术都会飞回你身边。你获得更高的投射物抗性。	perkdesc_projectile_homing_shooter
Worm Attractor	蠕虫吸引	perk_worm_attractor
Worms find you attractive.	蠕虫认为你魅力非凡。	perkdesc_worm_attractor
Worm Detractor	蠕虫排斥	perk_worm_detractor
Worms run from you.	蠕虫远远避开你。	perkdesc_worm_detractor
Fast Swimming	更快游泳	perk_speed_diver
You are an expert swimmer!	你是一名游泳健将！	perkdesc_speed_diver
Revenge Tentacle	复仇触手	perk_revenge_tentacle
You call a monstrous tentacle against those who harm you.	呼唤出可怖的触手，对付伤害你的家伙。	perkdesc_revenge_tentacle
Lukki Mutation	蛛腿突变	perk_attack_foot
You grow curious additional limbs that fight for you.	你长出奇特的额外肢体。它们会为你而战。	perkdesc_attack_foot
Plague Rats	瘟疫鼠群	perk_plague_rats
Enemies that die near you summon hungry rats to serve your bidding.	从在你附近死去的敌人召唤出饥饿的鼠群，听从你的吩咐。	perkdesc_plague_rats
Enemy Radar	探敌雷达	perk_radar_enemy
You can sense nearby enemies.	你能感应到附近的敌人。	perkdesc_radar_enemy
Wand Radar	探杖雷达	perk_radar_wand
You can sense nearby wands.	你能感应到附近的魔杖。	perkdesc_radar_wand
Unlimited Spells	无限法术	perk_unlimited_spells
Most spells are now unlimited.	大部分法术不再有使用次数限制。	perkdesc_unlimited_spells
Leggy Mutation	怪腿变异	perk_leggy_feet
You grow disturbing looking limbs that fight for you.	你长出看上去颇为令人困扰的肢体。它们会为你而战。	perkdesc_leggy_feet
Always Cast	始终施放	perk_always_cast
A random Always Cast spell is added to the wand in your hand, with a maximum of 5.	你当前手持的魔杖追加一个随机的始终施放法术。（每根上限5个）	perkdesc_always_cast
No More Shuffle	不再乱序	perk_no_more_shuffle
From now on there are no more shuffling wands. The wands you carry with you turn into non-shufflers too.	从现在开始，不再会有乱序魔杖。你持有的魔杖也会变成非乱序魔杖。	perkdesc_no_more_shuffle
Vampirism	吸血术	perk_vampirism
You regain health from drinking blood, but you lose one third of maximum health. Blood doesn't affect satiation level.	饮用血液可恢复生命，但会损失最大生命值的 1/3。血液不会影响饱食度。	perkdesc_vampirism
No Wand Tinkering	无法修改魔杖	perk_no_wand_editing
Wands cannot be tinkered with, but enemies may drop blood money.	魔杖无法修改，但敌人会掉落血金。	perkdesc_no_wand_editing
Telekinetic Kick	念力踢击	perk_telekinesis
You gain new telekinetic powers.	你的踢技被赋予了念力，可以操控物体	perkdesc_telekinesis
Duplicated shots	复制攻击	perk_projectile_duplicate
Your spells duplicate as they hit obstacles.	法术击中障碍时复制。	perkdesc_projectile_duplicate
Living on the Edge	刀尖舔血	perk_low_hp_damage_boost
Your spells deal 3x damage when you're under 25 HP or 25% of maximum health.	生命值少于 25 或最大生命值的 25% 时，法术造成 3 倍伤害。	perkdesc_low_hp_damage_boost
Faster Levitation	更快漂浮	perk_faster_levitation
You levitate 75% faster.	上升速度提高 75%。	perkdesc_faster_levitation
Peace with Gods	与神和解	perk_peace_with_steve
You make peace with your Gods.	你不会触怒神明并与之和谐共处。	perkdesc_peace_with_steve
Gold Is Forever	黄金永存	perk_gold_is_forever
Gold nuggets never disappear.	金块不再消失。	perkdesc_gold_is_forever
Wand Experimenter	魔杖实验家	perk_wand_experimenter
Trick Blood Money	技巧血金	perk_trick_blood_money
Blood money is dropped when death is an accident.	敌人意外死亡时会掉落血金。	perkdesc_trick_blood_money
Levitation Trail	悬浮尾迹	perk_levitation_trail
When levitating, you leave a trail of magical sparks that harm passing creatures.	漂浮时，你会留下一串魔法火花轨迹，伤害经过的生物。	perkdesc_levitation_trail
Firing newly found and unmodified wands heals you.	使用新近找到和未经修改的魔杖可为你带来治疗。	perkdesc_wand_experimenter
Freezing Immunity	冷冻免疫	perk_protection_freeze
You cannot be frozen.	你无法被冰冻。	perkdesc_protection_freeze
Missing Key	丢失的钥匙	item_mcguffin
This has been said to complete the Work	据说有这个就能让“伟大之作”完整	itemdesc_mcguffin
The Salt	盐	item_mcguffin_0
This has been said to complete the Work	据说有这个就能让“伟大之作”完整	itemdesc_mcguffin_0
Our Matter	原质	item_mcguffin_1
This has been said to complete the Work	据说有这个就能让“伟大之作”完整	itemdesc_mcguffin_1
Hermes bird	赫尔墨斯之鸟	item_mcguffin_2
This has been said to complete the Work	据说有这个就能让“伟大之作”完整	itemdesc_mcguffin_2
White Eagle	白鹰	item_mcguffin_3
This has been said to complete the Work	据说有这个就能让“伟大之作”完整	itemdesc_mcguffin_3
The Green Lion	青狮	item_mcguffin_4
This has been said to complete the Work	据说有这个就能让“伟大之作”完整	itemdesc_mcguffin_4
Red Lion	赤狮	item_mcguffin_5
This has been said to complete the Work	据说有这个就能让“伟大之作”完整	itemdesc_mcguffin_5
Celestial Ruby	天之红宝石	item_mcguffin_6
This has been said to complete the Work	据说有这个就能让“伟大之作”完整	itemdesc_mcguffin_6
Magnesia	苦土	item_mcguffin_7
This has been said to complete the Work	据说有这个就能让“伟大之作”完整	itemdesc_mcguffin_7
The Vessel of the Philosophers	贤者的器皿	item_mcguffin_8
This has been said to complete the Work	据说有这个就能让“伟大之作”完整	itemdesc_mcguffin_8
Our Blessed Stone	受福之石	item_mcguffin_9
This has been said to complete the Work	据说有这个就能让“伟大之作”完整	itemdesc_mcguffin_9
Magnum Opus	宏伟杰作	item_mcguffin_10
This has been said to complete the Work	据说有这个就能让“伟大之作”完整	itemdesc_mcguffin_10
Philosopher's Stone	贤者之石	item_mcguffin_11
This has been said to complete the Work	据说有这个就能让“伟大之作”完整	itemdesc_mcguffin_11
Sampo	三宝磨	item_mcguffin_12
This has been said to complete the Work	据说有这个就能让“伟大之作”完整	itemdesc_mcguffin_12
True Knowledge	无暇真理	item_mcguffin_13
You have completed the Work	你已经完成了“伟大之作”	itemdesc_mcguffin_13
Perk reroll	天赋刷新	item_perk_reroll
Essence of Fire	火之精粹	item_essence_fire
Your entire being is fluctuating!	你的全身都在震荡！	itemdesc_essence_fire
Essence of Earth	土之精粹	item_essence_laser
Your being releases damaging light!	你向周围释放破坏射线！	itemdesc_essence_laser
Essence of Air	气之精粹	item_essence_air
Your being controls the air around you!	你控制了周围的空气！	itemdesc_essence_air
Essence of Water	水之精粹	item_essence_water
The earth flows around you!	你周围的大地开始流动！	itemdesc_essence_water
Essence of Spirits	灵魂精粹	item_essence_alcohol
That was not the best of ideas	这可不是个好点子	itemdesc_essence_alcohol
Great treasure chest	大号宝箱	item_chest_treasure_super
Rock	岩石	item_rock
It's a rock.	这是一块岩石。	itemdesc_rock
Hollow egg	空心的蛋	item_egg_hollow
I wonder if there's anything inside?	里面有东西吗？	itemdesc_egg_hollow
Wiggling egg	蠕动的蛋	item_egg_worm
Something wiggles inside	好像有东西在里面蠕动	item_description_egg_worm
Chilly egg	冰凉的蛋	item_egg_purple
The egg feels cold	这个蛋摸起来冷冷的	item_description_egg_purple
Toasty egg	暖和的蛋	item_egg_fire
The egg feels very warm	这个蛋摸起来非常温暖	item_description_egg_fire
Slimy egg	发黏的蛋	item_egg_slime
The egg is covered in slime	这个蛋覆盖着黏液	item_description_egg_slime
Flutist's wand	吹笛手魔杖	item_flute
Book of Balance	均衡之书	item_weathercrystal_book
It is said that to attain great wealth one must be ready to break the very foundation of this world. However, would one do that, they'd be cursed. Yet their own greed is a curse on its own...	据说，要获得无比的财富，必须做好打破这个世界根本基础的准备。然而，如果有人要这样做，那他一定会被诅咒。不过，这样的贪婪，本身也是一种诅咒吧...	itemdesc_weathercrystal_book
Dark chest	黑暗宝箱	item_chest_dark
Crystal of Balance	均衡水晶	item_weathercrystal
Gold nugget (10)	金块 (10)	item_goldnugget_10
Gold nugget (50)	金块 (50)	item_goldnugget_50
Gold nugget (200)	金块 (200)	item_goldnugget_200
Gold nugget (1000)	金块 (1000)	item_goldnugget_1000
Golden Idol (10000)	金像 (10000)	item_goldnugget_10000
Runestone of light	光之符石	item_runestone_laser
Runestone of fire	火之符石	item_runestone_fireball
Runestone of magma	岩浆符石	item_runestone_lava
Runestone of edges	刃之符石	item_runestone_disc
Runestone of emptiness	空之符石	item_runestone_null
Runestone of weight	重力符石	item_runestone_slow
A runestone with a strong magical aura. You feel like kicking it.	具有强大魔法灵气的符文石。你感觉想要对它踢上一脚。	itemdesc_runestone
Crystal key	水晶钥匙	item_key
The key is voiceless.	这把钥匙悄无声息。	itemdesc_key_0
The key hums, but something is missing...	这把钥匙发出低沉声音，但似乎缺少了什么...	itemdesc_key_1
The key whispers secrets and promises; it is ready.	这把钥匙悄声诉说秘密并作出许诺；它已经准备妥当了。	itemdesc_key_2
\n$0 on item - drink	\n光标置于物品上时，按 $0 - 饮用	item_description_potion_usage
Jar	罐子	item_jar
Equip and spray or throw	装备即可喷洒或投掷	item_description_jar
$0 jar	$0罐	item_jar_with_material
Broken wand	损坏的魔杖	item_broken_wand
This wand has snapped in half but it still crackles with magical energy	这根魔杖从中间折断了，但它仍然充满着魔法能量	item_description_broken_wand
Ukkoskivi	雷石	item_thunderstone
This small rock makes you feel very charged.	这块小小的石头，让你感觉能量十足。	item_description_thunderstone
Kiuaskivi	炉石	item_brimstone
This tiny rock looks most fiery, but when touched only a pleasant warmth can be felt.	这块小小的石头看起来炽烈如火，但伸手摸上去，却只能感受到怡人的温暖。	item_description_brimstone
Kuu	月	item_moon
This tiny celestial object has a strong gravitational pull.	这个小小的天降之物有着强大的吸引力。	item_description_moon
Vuoksikivi	水石	item_waterstone
This small rock is hard and solid, yet seems to be gushing with water.	这块小小的石头坚硬无比，但却好像洋溢着水。	item_description_waterstone
Bloody gold nugget	血金	item_bloodmoney
Bloody gold nugget (10)	血金 (10)	item_bloodmoney_10
Bloody gold nugget (50)	血金 (50)	item_bloodmoney_50
Bloody gold nugget (200)	血金 (200)	item_bloodmoney_200
Bloody gold nugget (1000)	血金 (1000)	item_bloodmoney_1000
Bloody golden Idol (10000)	血金雕像 (10000)	item_bloodmoney_10000
The die is rolling...	骰子正在旋转...	item_die_roll
The die rolled a 1!	骰子掷出了 1！	item_die_1
The die rolled a 2!	骰子掷出了 2！	item_die_2
The die rolled a 3!	骰子掷出了 3！	item_die_3
The die rolled a 4!	骰子掷出了 4！	item_die_4
The die rolled a 5!	骰子掷出了 5！	item_die_5
The die rolled a 6!	骰子掷出了 6！	item_die_6
You're extremely unlucky...!	你真是太倒霉了...！	item_die_bad
You're extremely lucky!	你真是太幸运了！	item_die_good
Chaos die	混沌骰子	item_die
Roll it for various prizes!	掷出以获得各种奖励！	itemdesc_die
Press $0 to open '$1'	按 $0 开启“$1”	itempickup_open
You discovered an orb of true Knowledge	你发现了一个真理魔球	itempickup_orb
You discovered an orb of corrupted Knowledge	你发现了一个邪理魔球	itempickup_orb_evil
You found a familiar orb of true Knowledge	你发现了一个熟悉的真理魔球	itempickup_orb_discovered
You're rewarded with additional health	你得到了额外生命值上限作为奖励	itempickupdesc_orb_discovered
Secrets of endless lava have been unlocked to you.	无尽熔岩的秘密已经被你解开了。	itempickupdesc_orb_00
Secrets of Earth's anger have been unlocked to you.	大地愤怒的秘密已经被你解开了。	itempickupdesc_orb_01
Secrets of otherworldly life have been unlocked to you.	超凡脱俗的秘密已经被你解开了。	itempickupdesc_orb_02
Secrets of utter destruction have been unlocked to you.	彻底毁灭的秘密已经被你解开了。	itempickupdesc_orb_03
Secrets of Undeath have been unlocked to you.	不死的秘密已经被你解开了。	itempickupdesc_orb_04
Secrets of fire and brimstone have been unlocked to you.	火和硫磺的秘密已经被你解开了。	itempickupdesc_orb_05
Secrets of the Spiral have been unlocked to you.	旋涡的秘密已经被你解开了。	itempickupdesc_orb_06
Secrets of stormy skies have been unlocked to you.	暴风骤雨的秘密已经被你解开了。	itempickupdesc_orb_07
Secrets of jubilation have been unlocked to you.	欢庆的秘密已经被你解开了。	itempickupdesc_orb_08
Secrets of hidden danger have been unlocked to you.	隐秘危险的秘密已经被你解开了。	itempickupdesc_orb_09
Secrets of rebuilding have been unlocked to you.	重建的秘密已经被你解开了。	itempickupdesc_orb_10
This secret should not have been available for you.	你不应该知道这个秘密的。	itempickupdesc_orb_11
Secrets of great undoing have been unlocked to you.	伟大毁灭的秘密已经被你解开了。	itempickupdesc_orb_13
Mods	模组	menu_mods
Available mods	可用模组	menu_mods_availablemods
No mods installed	未安装模组	menu_mods_availablemods_none
Enabled	已启用	menu_mods_enabled
Move up	向上移动	menu_mods_moveup
Move down	向下移动	menu_mods_movedown
This is an experimental feature.\nUse at your own risk. Only run mods from trusted sources!\nUpmost enabled mod will be loaded first.\nClick mod name to enable/disable the mod.	这是一项实验性功能，使用风险自负！\n请仅运行来自可信来源的模组！\n模组按照列表排列顺序加载\n单击模组名称以启用/禁用模组	menu_mods_help_exp
Use mods at your own risk. Only run mods from trusted sources!\nUpmost enabled mod will be loaded first.\nClick mod name to enable/disable the mod.	请仅运行来自可信来源的模组！\n最上方的已启用模组将被最先加载。\n点击模组名称以启用/禁用模组。	menu_mods_help
Changes will be applied on next restart.	更改将在下次重新启动时生效	menu_mods_help_paused
Open mod folder	打开模组文件夹	menu_mods_openmodfolder
Restart with enabled mods active	在已启用模组生效的状态重新继续游戏	menu_mods_restart
Warning: some mods may not handle enabling/disabling ingame well - weirdness, bugs or crashes may occur.	警告：部分模组可能无法很好地处理游戏内的启用/禁用 - 可能发生怪异状况、出现错误或崩溃。	menu_mods_restart_tooltip
Start a new game with enabled mods active	在已启用模组生效的状态开始新游戏	menu_mods_newgame
Refresh	刷新	menu_mods_refresh
This version changes how mods behave.\nMods need to be re-enabled via the “Mods” menu.	当前版本更改了模组的运转方式。\n需要通过“模组”菜单重新启用模组。	menu_mods_reenablenotificiation
This mod has requested extra privileges.\nIf enabled, it has full access to your computer,\neven without using possible exploits in the game code.\nAre you sure you want to trust this mod?	这个模组要求了额外的权限。\n如果启用，即使不利用游戏代码中可能的漏洞，\n该模组也将获得对您计算机的完全访问权限。\n确定要信任此模组吗？	menu_mods_extraprivilegesareyousure
This mod has requested extra privileges.\nUnsafe mods need to be enabled to run this mod.	该模组要求了额外的权限。\n运行此模组需要启用“不安全的模组”选项。	menu_mods_extraprivilegesnotification
Workshop mods cannot be enabled while unsafe mods are on.	需关闭“允许不安全的模组”选项，才能启用来自创意工坊的模组。	menu_mods_workshopsandboxnotification
This mod is broken and cannot be enabled [Error code #N0174H4X].	该模组已经损坏，无法启用 [Error code #N0174H4X]。	menu_mods_enablinginvalid
Enabling unsafe mods gives all installed mods full access to your computer.\nAre you sure?	启用不安全的模组将赋予已安装的所有模组对您计算机的完全访问权限。\n确定要这样做吗？	menu_mods_sandboxoffareyousure
Enabling unsafe mods gives all installed mods full access to your computer.\nAre you sure?	启用不安全的模组将赋予已安装的所有模组对您计算机的完全访问权限。\n确定要这样做吗？	menu_mods_sandboxoffareyousure_steam
Unsafe mods: $0	允许启用不安全的模组：$0	menu_mods_sandboxoption
Errors occurred while initializing mods:	初始化模组时出错：	menu_mods_initerrors_title
\nPlay this mod via the “New game” menu.	\n通过“新游戏”菜单游玩此模组	menu_mods_customactivation
\nEnable this translation via “Language” in the “Options” menu.	\n通过“选项”菜单中的“语言”启用此翻译。	menu_mods_translationactivation
Cannot enable multiple mods with the id “$0”.	无法启用多个相同ID 为“$0”的  模组。	menu_mods_nameconflict
Get mods	获取模组	menu_mods_installmods
Install mods using Workshop	从创意工坊安装模组	menu_mods_installmods_steam
Downloading Workshop content $0	正在下载创意工坊内容“$0”	menu_mods_workshopdownloading
This is a Steam Workshop mod.	这是一个来自steam创意工坊的模组。	menu_mods_workshop_mod_tooltip
This is an experimental feature.\nUse is at your own risk!\nYou should only run mods from trusted sources.	该功能为实验性质。\n产生风险请自行承担！\n您应仅运行来自可信来源的模组。	menu_mods_disclaimernotification_exp
Use of mods is at your own risk!\nYou should only run mods from trusted sources.	使用模组产生风险，请自行承担！\n您应仅运行来自可信来源的模组。	menu_mods_disclaimernotification
There were errors when initializing following mods: $0	初始化以下模组s时出错：$0	menu_mods_initerrors_log
Downloading Workshop content $0\nIf the downloads don't seem to progress,\nyou might need to change their priority in the Steam library downloads list.	正在下载创意工坊内容$0\n如果下载看起来没有进展，您可能需要在Steam库的下载列表中更改它们的优先级。	menu_mods_workshopdownloading_noprogress
This mod has not been tested with the latest version of the modding interface.	此模组尚未在使用最新模组接口的版本进行测试。	menu_mods_modversion_older
This mod has been built with a never version of the modding interface.\nA never version of the game might be required.	此模组使用更新版本的模组接口制作。\n需要更新版本的游戏。	menu_mods_modversion_newer
Mods (!)	模组 (!)	menu_mods_incompatibilities
Some mods have possible incompatibilities	部分模组可能不兼容	menu_mods_incompatibilities_tooltip
Allowed	已允许	option_allowed
Disabled	已禁用	option_disabled
Select game mode	选择游戏模式	menu_newgame_selectgamemode
Quit	退出	menu_quit
Autosave found. Looks like the game crashed?\nShould the game attempt to restore the autosave?	发现自动存档。我猜游戏崩溃了，对吧？\n要不让我试试恢复自动存档？	menuautosave_text
Some mods were enabled and might have caused the crash.	某些模组已启用，崩溃可能因此造成。	menuautosave_text_mods
Noita is in early access, we'll try to fix this. :/	我们会尝试着进行修复。:/	menuautosave_text_earlyaccess
Restore	恢复存档	menuautosave_yes
Nah. Destroy it	不必，算了吧。	menuautosave_no
Press B on a control to reset it to default 	在控制项上按 B 键，将其重置为默认值	menuoptions_configurecontrols_hint_gamepad
Right click on a key binding to reset it to default	在绑定按键上按右键，将其重置为默认值	menuoptions_configurecontrols_hint_keyboard
Privacy policy	隐私条款	menuoptions_privacypolicy
Show hovered material/item name next to mouse: $0	在鼠标旁悬浮显示材料/物品名称：$0	menuoptions_showhoverinfonexttomouse
EXPERIMENTAL FEATURE\nPress $0 to save a replay at any point in the game.\n\nSetting “Replay budget” too high might decrease performance\nor make the game crash. Use at your own risk!	实验性功能\n在游戏中任意时点，按 $0 保存回放。\n\n将“回放预留内存”设置得过高可能影响性能\n或令游戏崩溃。产生风险请自行承担！	menuoptions_replayrecorder_tooltip_exp
Press $0 to save a replay at any point in the game.\n\nSetting “Replay budget” too high might decrease performance\nor make the game crash. Use at your own risk!	在游戏中任意时点，按 $0 保存回放。\n\n将“回放预留内存”设置得过高可能影响性能\n或令游戏崩溃。产生风险请自行承担！	menuoptions_replayrecorder_tooltip
Turn this on in case you can't see the mouse cursor.	若无法看到鼠标光标，可将此开启。	menuoptions_application_rendered_cursor_hint
General	常规	menuoptions_general
Graphics	图形	menuoptions_graphics
Audio	音频	menuoptions_audio
Input	输入	menuoptions_input
Streaming	直播串流	menuoptions_streaming
Teleport flash brightness	传送闪烁亮度	menuoptions_teleport_flash_brightness
Gamepad detected!\nEnable gamepads via the Input tab.	检测到游戏手柄！\n请通过“输入”标签启用游戏手柄。	menuoptions_gamepaddetected
Replay budget	回放预留内存	menuoptions_replaybudget
WINDOW	窗口	menuoptions_heading_window
REPLAY RECORDER	回放录像机	menuoptions_heading_replayrecorder
MISCELLANEOUS	杂项	menuoptions_heading_misc
RENDERING	渲染	menuoptions_heading_rendering
USER INTERFACE	用户界面	menuoptions_heading_userinterface_graphics
ACCESSIBILITY	辅助功能	menuoptions_heading_accessibility
VOLUME	音量	menuoptions_heading_volume
USER INTERFACE	用户界面	menuoptions_heading_userinterface_input
GAMEPAD	游戏手柄	menuoptions_heading_gamepad
GAMEPLAY	游戏玩法	menuoptions_heading_gameplay
COMPATIBILITY	兼容性	menuoptions_heading_compatibility
TWITCH CHANNEL	TWITCH 频道	menuoptions_heading_streaming_integration
CONFIG	配置	menuoptions_heading_streaming_integration_config
MODDING	模组	menuoptions_heading_streaming_integration_mods
ENABLED EVENTS	已启用的事件	menuoptions_heading_streaming_enabled_events
$0 s	$0 秒	menuoptions_format_seconds
$0 MB	$0 MB	menuoptions_format_megabytes
